Data,Vendedor,Cliente,Região,Produto,Valor
43757,Marcus,Ivana Azevedo,Norte,VBA,600
43758,João,Débora Sant'Anna,Centro-Oeste,Power BI,300
43758,Marcus,Deysiane Carreira,Nordeste,Power BI,300
43759,Gabriel,Denilton Accardo,Nordeste,Excel,500
43759,Alon,Camille Kohn,Norte,Power BI,300
43759,Paulo,Barbara Sant'Anna,Nordeste,Excel,500
43759,Paulo,Natali Rozenbaum,Norte,Power BI,300
43759,Diego,Jonathas Bachini,Sudeste,VBA,600
43759,Paulo,Thauan Nemitz,Nordeste,Excel,500
43760,Diego,Sandro Centurione,Nordeste,Python,450
43760,Diego,Domenik Piero,Norte,Power BI,300
43760,Diego,Rafaella Barcelos,Nordeste,Excel,500
43760,Gabriel,Camila Zambrotti,Nordeste,VBA,600
43761,Diego,Giselia Soibelman,Sudeste,Word,600
43761,Paulo,Raul Emmerick,Sudeste,Word,500
43761,Alon,Erik Guilherme,Sul,Power BI,300
43761,Alon,Izabel Labanca,Sudeste,Word,600
43761,Marcus,Yasmim Bensdorp,Norte,Python,450
43762,Alon,Érica Yang,Sul,Python,450
43762,Alon,Artur Coelli,Nordeste,Python,450
43763,Diego,César Paulino,Norte,Python,450
43763,Alon,Cleberson Bello,Nordeste,Word,500
43764,Paulo,Beatriz Falcão,Sul,Python,450
43764,João,Yan Scalercio,Sudeste,Word,600
43764,Gabriel,Mayná Perim,Sudeste,Word,600
43764,Paulo,Andre Coutinho,Sul,Power BI,300
43765,João,Nivea Ivo,Norte,Python,450
43765,João,Jessica Garambone,Norte,Power BI,300
43766,Alon,Thayná Gabriel,Sudeste,Word,600
43766,João,Davi Pinto,Sul,Python,450
43766,Marcus,Amanda Gomes,Centro-Oeste,Power BI,300
43766,Gabriel,Jennifer Caetano,Norte,Python,450
43767,Alon,Joao Rabelo,Norte,Word,500
43767,Alon,Mauricio Cezar,Centro-Oeste,Python,450
43767,Diego,Giulia Soibelman,Nordeste,Power BI,300
43767,Gabriel,Cláudia Paulino,Sudeste,Word,600
43768,Marcus,Átila Amaral,Nordeste,Power BI,300
43768,Diego,Júlio José,Sudeste,Power BI,300
43769,Alon,Loreni Pisani,Sul,Word,500
43769,João,Thárcila Neiva,Sudeste,Word,600
43769,João,Drielly Azevedo,Norte,Power BI,300
43769,Diego,Yan Victor,Nordeste,Word,600
43769,Marcus,Natali Piccinini,Centro-Oeste,Word,600
43770,Marcus,Victor Maciel,Centro-Oeste,Python,450
43770,Alon,Thales Blanc,Norte,Word,600
43770,Gabriel,Alexandra Caldas,Centro-Oeste,Power BI,300
43771,Marcus,Dayane Tsuyoshi,Sudeste,Word,500
43772,Paulo,Danielle Villela,Nordeste,Word,500
43772,Alon,Hugo Leivyson,Nordeste,Word,500
43773,Alon,Iago Malavolti,Sul,Power BI,300
43773,Diego,Venan Gitirana,Centro-Oeste,Power BI,300
43773,João,Nicholas Tostes,Norte,Power BI,300
43773,Alon,Jéssica Neviani,Nordeste,Excel,500
43773,Paulo,Walter Lopez,Sudeste,VBA,600
43773,Paulo,Julio Bogossian,Norte,Power BI,300
43774,Marcus,Iasmim Monte,Norte,Power BI,300
43774,Alon,Wen Neves,Sudeste,VBA,600
43774,Diego,Lais Silva,Nordeste,Power BI,300
43774,Alon,Cynthia Bezerra,Sudeste,VBA,600
43774,Alon,Morgana Centurione,Sudeste,Power BI,300
43774,Diego,Thaís Zambrotti,Norte,Excel,500
43774,Marcus,Julio Freixo,Sul,Excel,500
43774,Diego,Olívia Stellet,Norte,Power BI,300
43774,Paulo,Cinthia Palhota,Sul,Excel,500
43775,Diego,Gianluca Helena,Sudeste,VBA,600
43775,Alon,Taila Baruki,Norte,Excel,500
43776,Alon,Yuske Kohn,Centro-Oeste,Python,450
43776,Marcus,Giselia Junqueira,Norte,VBA,600
43777,Marcus,Giovanna Alana,Norte,Power BI,300
43777,Gabriel,Karollayne Veríssimo,Norte,Python,450
43777,João,Marcelle Cardoso,Sul,VBA,600
43777,Diego,Rodney Trinta,Nordeste,Python,450
43777,Diego,Renato Zickwolf,Sudeste,Power BI,300
43778,Alon,Nayne Baptista,Norte,VBA,600
43778,Alon,Leandro Farias,Sul,Excel,500
43778,Gabriel,Cynthia Andrade,Sudeste,Excel,500
43779,Marcus,Débora Barrionuevo,Centro-Oeste,Power BI,300
43780,Alon,Francyne Bomfim,Norte,Python,450
43781,Marcus,Ariel Silvestre,Norte,Excel,500
43782,Marcus,Joao Baltar,Nordeste,Excel,500
43783,Gabriel,Wagner Mello,Sudeste,Python,450
43783,Alon,Jose Sone,Norte,Python,450
43783,Gabriel,Denilton Luísa,Norte,Power BI,300
43783,Gabriel,Valentina Fontenele,Sul,VBA,600
43783,Gabriel,Alberto Luiz,Centro-Oeste,Python,450
43783,Diego,Karoline Gitirana,Centro-Oeste,Power BI,300
43783,Diego,Arnôr Júnior,Norte,Power BI,300
43783,Alon,César Carneiro,Centro-Oeste,Python,450
43783,Diego,Hannah Heleno,Sudeste,VBA,600
43784,Diego,Nivea Lye,Sudeste,Power BI,300
43784,João,Sabrina Barroso,Nordeste,Excel,500
43784,Marcus,Tatiana Praxedes,Nordeste,VBA,600
43785,Diego,Raissa Fioravante,Centro-Oeste,Power BI,300
43785,Marcus,Christiane Taylor,Norte,Power BI,300
43785,Alon,Karollayne Cardoso,Norte,Power BI,300
43785,Alon,Sarah Guimarães,Nordeste,VBA,600
43785,Diego,Alana Nuñez,Sudeste,Python,450
43786,João,Marcella Lopez,Norte,Excel,500
43786,Marcus,Nina Orind,Sul,Power BI,300
43787,João,Leonardo Francisca,Sudeste,Excel,500
43787,Diego,Giselia Rodrigues,Nordeste,Power BI,300
43787,Gabriel,Yasmin Whitaker,Nordeste,Python,450
43787,Alon,Bernardo Fasano,Norte,Excel,500
43788,Paulo,Venan Fontenelle,Norte,VBA,600
43788,Alon,Isis Priscilla,Sul,Power BI,300
43788,Paulo,Cesar Alvim,Norte,Excel,500
43789,Diego,Nathalia Franca,Norte,Python,450
43789,Marcus,Jéssica Anunciação,Norte,Python,450
43789,Alon,Marianne Godinho,Sudeste,VBA,600
43789,Paulo,Danielle Andréa,Sudeste,Python,450
43789,Gabriel,Artur Fontenelle,Norte,Excel,500
43789,Alon,Aline Li,Norte,Excel,500
43790,Alon,Gabryela Monte,Sudeste,VBA,600
43790,João,Thainá Lopez,Centro-Oeste,Power BI,300
43791,Marcus,Nicholas Kalaf,Centro-Oeste,Python,450
43792,Marcus,Cláudia Jalles,Nordeste,Excel,500
43792,Alon,Beatriz Tkotz,Nordeste,Excel,500
43792,Alon,Lorena Carrera,Sul,Excel,500
43792,Paulo,Mariana Bernhardt,Norte,Python,450
43793,Alon,Alex Semeraro,Sudeste,Excel,500
43793,Diego,Patricia Medeiros,Sudeste,VBA,600
43793,Diego,Nicolas Peixoto,Norte,Power BI,300
43793,Diego,Hugo Rosa,Nordeste,Excel,500
43793,Paulo,Raísa Fontenelle,Sudeste,VBA,600
43794,Gabriel,Nina Titonelli,Nordeste,Excel,500
43794,Marcus,Amanda Fontes,Centro-Oeste,VBA,600
43794,Diego,Karoline Monteiro,Sudeste,Python,450
43794,Paulo,Taynná Bandeira,Nordeste,Excel,500
43795,João,Arnôr Ontiveros,Norte,Excel,500
43795,Alon,Rafael Thadeu,Norte,Power BI,300
43795,Alon,Davi Lopez,Sul,Power BI,300
43795,Marcus,Iasmim Rosario,Sul,Power BI,300
43795,Marcus,Hiaiune Abranches,Sudeste,Excel,500
43796,Marcus,Luís Zickwolf,Sudeste,VBA,600
43796,Marcus,Christiana Hudson,Norte,Excel,500
43796,Diego,Micaele Morais,Sudeste,Excel,500
43796,Marcus,Felipe Amaral,Centro-Oeste,Power BI,300
43796,Alon,Julliana Tostes,Centro-Oeste,Power BI,300
43796,Alon,Higor Catarino,Norte,Power BI,300
43797,Marcus,Renata Fuchs,Sudeste,VBA,600
43797,Gabriel,Julie Franciele,Sudeste,VBA,600
43798,Paulo,Jackson Costalforne,Norte,Power BI,300
43798,Alon,César Rubinstein,Norte,Python,450
43798,Gabriel,Giselia Baldanzi,Sudeste,Excel,500
43798,Marcus,Venan Jalles,Nordeste,Python,450
43799,Paulo,Emmanuel Almawi,Centro-Oeste,VBA,600
43799,João,Alex Sofia,Centro-Oeste,Python,450
43799,João,Mariana Henrique,Centro-Oeste,Python,450
43799,João,Patrícia Jean,Norte,Excel,500
43800,Alon,Jackson Franciele,Centro-Oeste,Power BI,300
43800,Paulo,Nathalia Jean,Norte,Excel,500
43801,Gabriel,Mariane Mercês,Sudeste,Excel,500
43801,João,Lucca Silva,Sul,VBA,600
43801,Diego,Izadora Gabrielen,Nordeste,Python,450
43802,Alon,Bernard Rubin,Norte,VBA,600
43802,Marcus,Sandro Lana,Norte,Python,450
43802,Alon,Jeferson Bandeira,Sudeste,VBA,600
43803,Gabriel,Leonardo Orind,Norte,Excel,500
43803,Alon,Gisely Mollica,Sudeste,Excel,500
43803,Diego,Michel Kohn,Norte,VBA,600
43803,Paulo,Wendela Zambrotti,Sudeste,Excel,500
43804,Gabriel,Flávia Madeira,Sudeste,Power BI,300
43804,Paulo,Álvaro Hippertt,Norte,VBA,600
43804,Gabriel,Bruno Tostes,Sudeste,Power BI,300
43804,João,Hiago Cristine,Nordeste,Excel,500
43804,Gabriel,Katharina Jobim,Sudeste,Excel,500
43804,Diego,Teresa Silotti,Sudeste,VBA,600
43805,Paulo,Nicholas Bretas,Centro-Oeste,VBA,600
43805,Alon,Layssa Kirk,Norte,VBA,600
43805,Alon,jucelia Moreira,Norte,Python,450
43806,Gabriel,Marcelly Brito,Sudeste,VBA,600
43807,Alon,Andreza Orind,Sul,VBA,600
43807,Diego,Hiago Leão,Sudeste,Excel,500
43807,Gabriel,Raiam Arantes,Centro-Oeste,Power BI,300
43807,Alon,Jeter Brasil,Norte,Excel,500
43808,Gabriel,Wagner Luisa,Sul,Power BI,300
43808,Marcus,Cassia Alvarenga,Nordeste,Excel,500
43809,Marcus,Gianluca Lauzana,Norte,Python,450
43809,Alon,Audir Franca,Centro-Oeste,Python,450
43809,Alon,Chan Jundi,Sudeste,VBA,600
43809,Diego,Raíssa Rotava,Sudeste,Excel,500
43809,Diego,Platini Freire,Sul,Power BI,300
43809,Paulo,Julia Madruga,Centro-Oeste,VBA,600
43809,Gabriel,Jose Rozenbaum,Sul,Python,450
43809,Alon,Vinicius Soibelman,Norte,Excel,500
43810,João,Haroldo Silva,Centro-Oeste,Excel,500
43810,Paulo,Julyana Farah,Centro-Oeste,Python,450
43810,João,Thayli Yang,Norte,Python,450
43810,Alon,Júlia Trevisan,Centro-Oeste,Power BI,300
43810,Alon,Joyce Roberto,Centro-Oeste,Power BI,300
43811,Paulo,Hiaiune Moss,Sudeste,VBA,600
43812,Marcus,Samir Rosales,Norte,VBA,600
43812,João,Gizele Renato,Sul,Power BI,300
43813,Gabriel,Vitoria Caffaro,Norte,Python,450
43813,Marcus,Thainá Espinosa,Sul,Power BI,300
43814,Alon,Camilla Eid,Sul,Power BI,300
43814,Paulo,Adrielle Abranches,Nordeste,Excel,500
43814,Diego,Luís Lima,Sul,Power BI,300
43814,Gabriel,Isabela Linhares,Norte,Power BI,300
43814,Gabriel,Gizele Colacino,Norte,VBA,600
43815,Alon,Jessika Volpi,Sul,Python,450
43815,João,Rebecca Sarria,Norte,Power BI,300
43816,Diego,Stella Martins,Sul,PowerPoint,450
43817,Diego,Raiam Riany,Norte,Power BI,300
43817,Gabriel,Carlos Bitencourt,Centro-Oeste,Excel,500
43817,Marcus,Raíssa Maia,Norte,VBA,600
43817,Gabriel,Manuela Silva,Sul,Power BI,300
43818,Diego,Micaele Ramos,Norte,Excel,500
43818,Alon,Helga Hermsdorff,Centro-Oeste,Python,450
43818,Diego,Iasmim Vinicius,Sul,Power BI,300
43819,João,Mariane Fioretti,Sudeste,Power BI,300
43819,Paulo,Henrique Jordania,Norte,Python,450
43819,João,Andressa Scandiuzzi,Sudeste,VBA,600
43820,Diego,jucelia Teles,Sul,Excel,500
43820,Diego,Patrick Rabelo,Sudeste,Excel,500
43820,João,Stephanie Cruz,Nordeste,VBA,600
43821,Diego,Carlos Rey,Sul,Python,450
43821,Paulo,Ylana Caffaro,Norte,Excel,500
43822,Paulo,Graziela Amorim,Norte,Excel,500
43822,Diego,Victor Freixo,Nordeste,Python,450
43822,Paulo,Samantha Hermano,Sudeste,Power BI,300
43822,Marcus,Samuel Williams,Sudeste,Excel,500
43822,Paulo,Antonio Barbosa,Sul,Python,450
43822,Diego,Karollayne Tiradentes,Norte,Python,450
43822,Diego,Vivianne Rangel,Sudeste,Python,450
43822,João,Higor Gabrielen,Sudeste,Python,450
43823,João,Cynthia Ferrer,Norte,Excel,500
43823,João,Arnaldo Andréa,Norte,VBA,600
43823,Gabriel,Yuske Veloso,Norte,VBA,600
43823,Alon,Geam Azevedo,Norte,Python,450
43823,João,Tainah Leticia,Centro-Oeste,Python,450
43825,Paulo,Alon Carrera,Norte,Excel,500
43825,Alon,Tainá Magalhaes,Sudeste,Excel,500
43825,Gabriel,Sergio Leivyson,Norte,Excel,500
43825,Gabriel,Daniella Lucas,Sudeste,VBA,600
43826,Gabriel,Willian Cavadas,Norte,Power BI,300
43827,Gabriel,Rebecca Roças,Centro-Oeste,Power BI,300
43828,Paulo,Paulo César,Sul,Python,450
43828,João,Glaucia Borges,Centro-Oeste,Power BI,300
43828,João,Álvaro Pellegrini,Nordeste,Python,450
43828,Marcus,Giselia Blanc,Norte,Excel,500
43829,Gabriel,Thaís Rotava,Sudeste,VBA,600
43830,Alon,Taila Guedes,Nordeste,Excel,500
43830,Diego,Tainah Gerhad,Nordeste,Excel,500
43830,Gabriel,César Stellet,Centro-Oeste,VBA,600
43830,Diego,Carolina Vilas,Centro-Oeste,PowerPoint,300
43830,João,Alex Garambone,Norte,Excel,500
43830,Marcus,Natali Campos,Nordeste,Excel,500
43831,Alon,Nicole Linhares,Centro-Oeste,PowerPoint,300
43831,Marcus,Taiza Gallo,Centro-Oeste,PowerPoint,300
43831,Gabriel,Platini Azevedo,Centro-Oeste,PowerPoint,450
43831,Alon,Marianna Pedro,Norte,PowerPoint,450
43831,Gabriel,Lucca Renato,Centro-Oeste,PowerPoint,300
43831,João,Cézar Hudson,Sudeste,VBA,600
43832,João,Giovanni Pellegrini,Centro-Oeste,PowerPoint,300
43832,Alon,Natália Arantes,Sudeste,PowerPoint,300
43833,Marcus,Ailton Bailly,Norte,PowerPoint,450
43834,Alon,Nayne Salomao,Sudeste,PowerPoint,300
43834,Paulo,Etiene Vinicius,Nordeste,Excel,500
43835,Alon,Breno Aziz,Sudeste,Excel,500
43835,Marcus,Yasmine Ladogano,Nordeste,Excel,500
43836,João,Brenno Mendonça,Sudeste,PowerPoint,450
43836,Marcus,Vitória Messias,Centro-Oeste,PowerPoint,300
43836,Marcus,Elisa Anunciação,Sudeste,VBA,600
43836,Alon,Ysabella Cristine,Sudeste,PowerPoint,300
43837,Gabriel,Luísa Morais,Sudeste,VBA,600
43837,João,Sergio Stellet,Centro-Oeste,Excel,500
43837,Diego,André Iris,Centro-Oeste,PowerPoint,450
43837,Alon,Erick Sousa,Centro-Oeste,PowerPoint,450
43837,Alon,Fabiano Primo,Sudeste,VBA,600
43838,Gabriel,Melissa Spata,Norte,Excel,500
43838,João,Mariane Rosa,Nordeste,VBA,600
43838,Alon,Cícero Barbosa,Centro-Oeste,PowerPoint,300
43838,João,Liara Bizzo,Nordeste,PowerPoint,450
43838,Diego,Katarine Paulino,Norte,PowerPoint,300
43839,Alon,Nélio Bogossian,Centro-Oeste,VBA,600
43839,Alon,Thayane Accardo,Nordeste,VBA,600
43839,Marcus,Breno Viana,Sul,PowerPoint,300
43839,Diego,Talline Nuñez,Sudeste,VBA,600
43840,Paulo,Jeter Henriques,Norte,VBA,600
43840,Gabriel,Ysabella Espinosa,Centro-Oeste,VBA,600
43840,João,Thayane Palha,Centro-Oeste,PowerPoint,450
43840,Gabriel,Gabriel Rubinstein,Centro-Oeste,VBA,600
43841,Marcus,Elana Rosales,Centro-Oeste,VBA,600
43841,João,Giselia Aballo,Sudeste,VBA,600
43841,Paulo,Daniele Kirk,Sudeste,PowerPoint,300
43841,Marcus,Leticia Godinho,Sul,Excel,500
43841,João,Kallena Moraes,Sul,PowerPoint,450
43842,Paulo,Edson Batista,Sul,PowerPoint,450
43842,Gabriel,Ericka Itapary,Sul,PowerPoint,450
43843,Alon,Rebeca Stellet,Nordeste,PowerPoint,300
43843,Gabriel,Kelly Silotti,Sudeste,VBA,600
43843,Gabriel,Hyago Comas,Nordeste,Excel,500
43844,Diego,Larissa Nunes,Norte,PowerPoint,300
43845,João,Júlia Azevedo,Sudeste,Excel,500
43845,Diego,Raísa Faller,Nordeste,PowerPoint,300
43845,Diego,Monique Souza,Sul,VBA,600
43846,Diego,Lara Gerhad,Centro-Oeste,VBA,600
43846,Alon,Gleisy Lara,Sudeste,PowerPoint,450
43846,Alon,Talline Ione,Sul,VBA,600
43847,João,Juan Yehudah,Nordeste,PowerPoint,450
43847,João,Karollayne Centurione,Centro-Oeste,PowerPoint,450
43849,Gabriel,Hiaiune Penna,Sudeste,Excel,500
43849,Diego,Tainah Rosario,Nordeste,PowerPoint,450
43849,Marcus,Camilla Coelho,Sudeste,VBA,600
43849,João,Nicolas Baldanzi,Centro-Oeste,Excel,500
43849,Gabriel,Thamires Ferrer,Sul,PowerPoint,300
43850,Marcus,Eriko Luisa,Nordeste,PowerPoint,450
43850,Diego,Morgana Vilaça,Sul,PowerPoint,450
43850,Marcus,Elena Crespo,Norte,VBA,600
43850,Paulo,Nayne Iris,Norte,PowerPoint,450
43850,Gabriel,Thais Araújo,Norte,PowerPoint,300
43850,Paulo,Alexsandro Luisa,Nordeste,Excel,500
43850,Marcus,Talline Penedo,Norte,Excel,500
43850,Gabriel,Nina César,Nordeste,PowerPoint,300
43850,Gabriel,Etiene Cristine,Nordeste,PowerPoint,300
43851,Alon,Wendela Baruki,Sudeste,PowerPoint,450
43851,Marcus,Marcus Guedes,Centro-Oeste,Excel,500
43851,Diego,Mayara Maria,Centro-Oeste,Excel,500
43852,Diego,Leandro Castello,Norte,Excel,500
43853,Alon,Vitória Stockler,Centro-Oeste,Excel,500
43854,Paulo,Diogo Andrade,Sul,PowerPoint,450
43854,Alon,Nathália Fróes,Centro-Oeste,Excel,500
43854,Paulo,Sebastião Navega,Nordeste,PowerPoint,450
43854,Marcus,Flávia Salomao,Nordeste,Excel,500
43855,Gabriel,Iasmim Valle,Nordeste,PowerPoint,300
43855,Paulo,Ana Heleno,Norte,Excel,500
43856,Gabriel,Nina Franca,Sudeste,Excel,500
43856,Alon,Yla Beatriz,Sudeste,VBA,600
43856,Alon,Cleo Domingues,Sudeste,VBA,600
43856,Diego,Fabiane Frossard,Norte,PowerPoint,450
43858,Paulo,Samantha Gomes,Sul,PowerPoint,300
43858,João,Nattalya Sant'Anna,Nordeste,PowerPoint,300
43858,Marcus,Dayane Fioravante,Nordeste,Excel,500
43858,Diego,Nickole Rosario,Nordeste,Excel,500
43859,Gabriel,Daniella Zambrotti,Centro-Oeste,PowerPoint,300
43859,Diego,Juann Alvim,Nordeste,Excel,500
43859,Alon,Artur Zambrotti,Norte,VBA,600
43860,Gabriel,Vladimir Naveiro,Norte,PowerPoint,300
43860,Diego,Thainá Rachel,Nordeste,PowerPoint,450
43860,Marcus,Andreia Portella,Centro-Oeste,PowerPoint,300
43860,Alon,Yasser Ferrer,Sudeste,PowerPoint,450
43860,Marcus,Sabrina Leivyson,Nordeste,PowerPoint,300
43860,Diego,Silvio Bello,Nordeste,Excel,500
43861,Paulo,Rayssa Vilas,Norte,VBA,600
43861,João,Andrew Rebello,Nordeste,Excel,500
43861,Diego,Adrian Garcia,Nordeste,Excel,500
43861,Marcus,Adrielle Barros,Nordeste,PowerPoint,450
43861,Marcus,Pedro Ricardo,Sul,PowerPoint,450
43861,Gabriel,Thomáz Amor,Sul,VBA,600
43861,Marcus,Fabiane Said,Centro-Oeste,VBA,600
43862,Marcus,Giulia Rebello,Nordeste,PowerPoint,450
43862,Marcus,Glenda Hippertt,Sudeste,VBA,600
43862,Marcus,Emmanuel Costalila,Sudeste,VBA,600
43862,Gabriel,Simone Pacheco,Norte,PowerPoint,300
43862,Paulo,Millena Henriques,Nordeste,Excel,500
43862,Alon,Yohanan Montenegro,Sul,Excel,500
43862,Gabriel,Yasmin Esquenazi,Norte,VBA,600
43862,Diego,Fabio Crespo,Nordeste,PowerPoint,450
43863,Alon,Luiz Tostes,Sudeste,Excel,500
43863,Gabriel,Marcio Froufe,Nordeste,PowerPoint,450
43863,João,Haroldo Villar,Nordeste,PowerPoint,300
43864,Diego,Frederico Anunciação,Sudeste,VBA,600
43864,Paulo,Jeter Duarte,Norte,PowerPoint,300
43865,João,Isabella Jalles,Sudeste,VBA,600
43866,Alon,Livia Cozendey,Sudeste,VBA,600
43866,Marcus,Carolina Florêncio,Norte,PowerPoint,300
43866,Diego,Ylana Neves,Sudeste,VBA,600
43867,Diego,Alexandra Ávila,Nordeste,Excel,500
43867,Marcus,Elvis Madruga,Sul,PowerPoint,300
43867,Diego,Jonas Yehudah,Sudeste,VBA,600
43868,Marcus,Gizella Barrionuevo,Sul,Excel,500
43868,Marcus,Nathalie Rebelo,Nordeste,PowerPoint,450
43868,Gabriel,Khaio Montenegro,Centro-Oeste,PowerPoint,300
43869,Alon,Catarina Ban,Norte,Excel,500
43869,Diego,Giovana Thome,Nordeste,PowerPoint,450
43869,Diego,Walmyr Tostes,Sudeste,Excel,500
43870,Marcus,Marília Rayol,Sudeste,VBA,600
43870,João,Thomas Barreira,Nordeste,PowerPoint,300
43870,Gabriel,Renan Pires,Sudeste,Excel,500
43870,Diego,Sarah Monteiro,Centro-Oeste,PowerPoint,450
43870,Gabriel,Taiza Domingues,Centro-Oeste,PowerPoint,450
43870,Alon,Jeferson Carvalho,Nordeste,VBA,600
43871,Paulo,Denilton Nacif,Nordeste,PowerPoint,300
43871,Diego,Elisa Messias,Sudeste,VBA,600
43871,João,Emmanuel Rotava,Sudeste,PowerPoint,450
43872,Gabriel,Gabrielle Bastos,Sudeste,PowerPoint,300
43872,Gabriel,Mateus dos,Norte,PowerPoint,450
43872,Alon,Marco Amorim,Nordeste,Excel,500
43872,Marcus,Thauan Franciele,Sudeste,Python,450
43872,Marcus,Kallena Moss,Nordeste,Power BI,300
43873,Gabriel,Thayane Scalercio,Norte,Python,450
43873,Gabriel,Gil Sara,Nordeste,Python,450
43874,Alon,Joao Vilaça,Sudeste,Excel,500
43874,João,Athos Nobili,Sudeste,Python,450
43875,Marcus,Sergio Alves,Centro-Oeste,Power BI,300
43875,Alon,Leticia Max,Nordeste,Python,450
43875,Paulo,Luize Thome,Sudeste,VBA,600
43875,Gabriel,Rosana Primo,Norte,Excel,500
43876,Paulo,Eugênio Cossich,Sudeste,VBA,600
43876,João,Hugo Alves,Centro-Oeste,VBA,600
43876,Gabriel,Liara Marcio,Centro-Oeste,Python,450
43876,Paulo,Wen Bomfim,Sudeste,VBA,600
43876,João,Thuany Baltar,Sudeste,VBA,600
43877,Alon,Marisol Freire,Norte,Power BI,300
43877,João,Sawlo Erthal,Norte,VBA,600
43878,Paulo,Raul Novarino,Nordeste,Excel,500
43879,Marcus,Gabriela Mendes,Centro-Oeste,Python,450
43879,João,Paulo Chaves,Sudeste,VBA,600
43879,Diego,Haroldo Tiradentes,Sul,Power BI,300
43879,Gabriel,Luciana Brandão,Sudeste,Excel,500
43880,Diego,Suellen Accardo,Nordeste,PowerPoint,300
43880,Marcus,Marianne Senderowicz,Norte,Excel,500
43881,Diego,Yla Cristine,Sudeste,VBA,600
43881,João,Isaac Victor,Sul,Excel,500
43881,Marcus,Taila Frossard,Nordeste,Excel,500
43881,Marcus,Sebastião Brandão,Sudeste,Excel,500
43882,João,Mateus Gabrielen,Sul,PowerPoint,450
43882,Marcus,Alfredo Coelli,Norte,Excel,500
43884,Paulo,Arnôr Praxedes,Nordeste,PowerPoint,450
43884,Marcus,Willian Iane,Centro-Oeste,VBA,600
43885,João,Samuel Fontes,Nordeste,VBA,600
43885,Paulo,Giuseppe Cordeiro,Sudeste,VBA,600
43885,Diego,Ravena Kalaf,Norte,PowerPoint,300
43885,Diego,Verônica Rubinstein,Nordeste,PowerPoint,300
43886,Paulo,Érica Essaber,Sudeste,VBA,600
43886,Paulo,Cynthia Caffaro,Norte,Excel,500
43886,Marcus,Rosana Amor,Sul,PowerPoint,450
43887,Paulo,Rodolfo Gomes,Centro-Oeste,VBA,600
43887,Paulo,Agnes Silva,Norte,PowerPoint,300
43887,Paulo,João Lobato,Norte,Power BI,300
43887,Diego,Rachel Batista,Sul,Excel,500
43888,Paulo,Mylla Barroso,Nordeste,Excel,500
43889,Paulo,Breno Fangueiro,Sul,VBA,600
43889,Paulo,Rafaela Mosqueira,Sudeste,VBA,600
43889,Alon,Chan Neiva,Nordeste,Python,450
43889,Alon,Érica Carelli,Sul,Python,450
43889,Paulo,Liz Junqueira,Sudeste,Power BI,300
43890,Paulo,Stephanie Stockler,Sudeste,VBA,600
43890,Diego,Naiara Villela,Sul,Python,450
43891,Diego,Teresa Sodré,Norte,Python,450
43891,Gabriel,Karina Cassabian,Sudeste,Excel,500
43891,Paulo,Joel Serra,Sudeste,VBA,600
43891,Paulo,Edson Domingues,Norte,Power BI,300
43892,Diego,Adrielle Priscilla,Nordeste,Excel,500
43892,Paulo,Gil Aziz,Sudeste,VBA,600
43892,Paulo,Bianca Bittencourt,Nordeste,VBA,600
43893,Gabriel,Wendel Malavolti,Norte,Power BI,300
43893,Marcus,Gabryela Corrêa,Sul,Python,450
43894,João,Yasser Stellet,Norte,Power BI,300
43894,Paulo,Nina Freixo,Nordeste,VBA,600
43894,Paulo,Christiane Totti,Sudeste,Power BI,300
43894,João,Thauan Gracio,Sudeste,Excel,500
43894,Gabriel,Ananda Baruki,Sudeste,Excel,500
43894,Gabriel,Victor Almawi,Nordeste,Power BI,300
43895,Marcus,Julianna Campelo,Sul,Python,450
43895,Paulo,Lucca Osman,Sudeste,VBA,600
43895,Paulo,Sebastião Lopes,Sudeste,Python,450
43895,Alon,Gizele Barros,Nordeste,Power BI,300
43895,Paulo,Clarissa Vilaça,Sudeste,VBA,600
43895,Paulo,Julio Osman,Sudeste,Excel,500
43896,Diego,Sandy Mendes,Centro-Oeste,Python,450
43896,Paulo,Helga Monteiro,Sul,Power BI,300
43897,Paulo,Yla Piero,Sudeste,VBA,600
43897,Gabriel,Jade Maia,Sudeste,Power BI,300
43897,Diego,Giovanni Rotava,Norte,Excel,500
43897,Paulo,Manuela Carrera,Sudeste,Power BI,300
43897,Marcus,Josefe Cozendey,Sul,Python,450
43898,Gabriel,Marisol Faria,Nordeste,Python,450
43898,Diego,Nickole Baptista,Nordeste,Power BI,300
43898,Gabriel,Ludmila Riany,Sudeste,Power BI,300
43898,Alon,Elio Fracalossi,Norte,Python,450
43898,Diego,jucelia Oliveira,Sul,Python,450
43898,Alon,Alex Simões,Sul,Power BI,300
43899,Gabriel,Filippo Campos,Sudeste,Python,450
43900,Paulo,Yasser Fernandes,Sudeste,VBA,600
43900,Diego,Marcos Barreto,Norte,Power BI,300
43900,Diego,Vinicius Thome,Centro-Oeste,VBA,600
43901,Marcus,Marcus Brendalina,Centro-Oeste,Python,450
43901,Diego,Alfredo Fangueiro,Sudeste,PowerPoint,300
43901,João,Antonia do,Sudeste,PowerPoint,300
43901,Gabriel,Luiz Veríssimo,Sudeste,Excel,500
43901,Diego,Vinícius Beatriz,Sudeste,Word,600
43902,Marcus,Jefferson Maia,Norte,Word,300
43902,Diego,Raiane Moulin,Nordeste,Word,300
