Data;Ano;Mês;Vendedor;Cliente;Região;Produto;Valor
15/06/2020;2020;jun;Marcus;Breno Veríssimo;Norte;VBA;R$ 600,00
16/06/2020;2020;jun;João;Saranna Brendalina;Norte;Excel;R$ 500,00
16/06/2020;2020;jun;Marcus;Rafaela Bezerra;Norte;Python;R$ 450,00
16/06/2020;2020;jun;Alon;Sawlo Frederico;Centro-Oeste;VBA;R$ 600,00
16/06/2020;2020;jun;Gabriel;Luíza Navega;Centro-Oeste;Excel;R$ 500,00
16/06/2020;2020;jun;Alon;Thauan Pires;Centro-Oeste;Python;R$ 450,00
17/06/2020;2020;jun;Marcus;Kallena Moraes;Sudeste;Python;R$ 450,00
17/06/2020;2020;jun;Marcus;Cassio Caldas;Nordeste;Power BI;R$ 300,00
18/06/2020;2020;jun;Paulo;Elaine Lucas;Sul;VBA;R$ 600,00
18/06/2020;2020;jun;Alon;Ailton Florêncio;Nordeste;Power BI;R$ 300,00
19/06/2020;2020;jun;Marcus;Nicolas Grion;Sudeste;Excel;R$ 500,00
19/06/2020;2020;jun;Marcus;Rojane Yumi;Norte;Power BI;R$ 300,00
19/06/2020;2020;jun;Paulo;Ericka Fernandez;Centro-Oeste;Python;R$ 450,00
19/06/2020;2020;jun;Diego;Giselia Bailly;Sudeste;Python;R$ 450,00
19/06/2020;2020;jun;Alon;Carla Marcolini;Nordeste;Excel;R$ 500,00
19/06/2020;2020;jun;Diego;Carolina Beatriz;Nordeste;Excel;R$ 500,00
20/06/2020;2020;jun;Alon;Henrique Tribuzy;Sul;VBA;R$ 600,00
20/06/2020;2020;jun;Paulo;Carol Vinicius;Norte;Excel;R$ 500,00
20/06/2020;2020;jun;Diego;Valentina Mendonça;Norte;VBA;R$ 600,00
20/06/2020;2020;jun;Marcus;jucelia de;Norte;Excel;R$ 500,00
20/06/2020;2020;jun;Marcus;Eriko Borges;Nordeste;Excel;R$ 500,00
20/06/2020;2020;jun;Marcus;Ludmila Andrade;Nordeste;Excel;R$ 500,00
21/06/2020;2020;jun;Marcus;Erik Baptista;Sudeste;Excel;R$ 500,00
21/06/2020;2020;jun;Diego;Renan Pflueger;Norte;Python;R$ 450,00
22/06/2020;2020;jun;Alon;Alex Mercês;Centro-Oeste;Python;R$ 450,00
22/06/2020;2020;jun;Marcus;Cézar Carneiro;Norte;Python;R$ 450,00
22/06/2020;2020;jun;Marcus;Geam Goulart;Sul;Power BI;R$ 300,00
23/06/2020;2020;jun;Alon;Mariana Ferreirinha;Nordeste;Excel;R$ 500,00
23/06/2020;2020;jun;Diego;Sabrina Dourado;Nordeste;Excel;R$ 500,00
23/06/2020;2020;jun;Alon;Venan Cruz;Sudeste;Excel;R$ 500,00
23/06/2020;2020;jun;João;Mateus Hermano;Norte;Power BI;R$ 300,00
23/06/2020;2020;jun;Paulo;Débora Valladares;Sudeste;Python;R$ 450,00
24/06/2020;2020;jun;Diego;Mauricio Castro;Sudeste;Excel;R$ 500,00
25/06/2020;2020;jun;Marcus;Thays Côrte-Real;Sul;Power BI;R$ 300,00
25/06/2020;2020;jun;Gabriel;Melissa Brasil;Sudeste;VBA;R$ 600,00
25/06/2020;2020;jun;João;Gabriela Felippe;Sudeste;VBA;R$ 600,00
25/06/2020;2020;jun;Alon;Myllena Bernardo;Norte;Power BI;R$ 300,00
26/06/2020;2020;jun;Paulo;Renato Jorge;Centro-Oeste;Python;R$ 450,00
27/06/2020;2020;jun;Alon;Sandy Pessoa;Norte;Python;R$ 450,00
27/06/2020;2020;jun;Diego;Cristiane Sodré;Centro-Oeste;Python;R$ 450,00
27/06/2020;2020;jun;Marcus;Karina Falcão;Norte;Excel;R$ 500,00
28/06/2020;2020;jun;João;Etiene Baldanzi;Norte;VBA;R$ 600,00
28/06/2020;2020;jun;Alon;Glenda Valladares;Norte;VBA;R$ 600,00
29/06/2020;2020;jun;João;Adrizia Montenegro;Norte;Python;R$ 450,00
29/06/2020;2020;jun;Gabriel;Jeronimo Thadeu;Norte;Power BI;R$ 300,00
29/06/2020;2020;jun;Diego;Luiza Lessa;Norte;Excel;R$ 500,00
29/06/2020;2020;jun;Alon;Tayane Piccinini;Sul;Excel;R$ 500,00
29/06/2020;2020;jun;Alon;Izadora Caroline;Centro-Oeste;Excel;R$ 500,00
29/06/2020;2020;jun;Gabriel;Cassandra Amor;Nordeste;Python;R$ 450,00
30/06/2020;2020;jun;Gabriel;Thaís Bittencourt;Norte;Power BI;R$ 300,00
30/06/2020;2020;jun;Diego;Arnôr Cunha;Sudeste;VBA;R$ 600,00
30/06/2020;2020;jun;Paulo;Zilma Paulo;Sudeste;VBA;R$ 600,00
01/07/2020;2020;jul;Paulo;Heitor Sant'Anna;Norte;Excel;R$ 500,00
01/07/2020;2020;jul;Alon;Morgana Sant'Anna;Norte;VBA;R$ 600,00
01/07/2020;2020;jul;João;Daniella Naveiro;Nordeste;Excel;R$ 500,00
01/07/2020;2020;jul;João;Antonio Veríssimo;Centro-Oeste;VBA;R$ 600,00
01/07/2020;2020;jul;Diego;Ingra Rubinstein;Sul;Power BI;R$ 300,00
01/07/2020;2020;jul;Paulo;Thadeu Fontenelle;Sudeste;VBA;R$ 600,00
01/07/2020;2020;jul;Diego;Fátima Flôr;Norte;VBA;R$ 600,00
02/07/2020;2020;jul;Paulo;Dandara Lopes;Sudeste;Power BI;R$ 300,00
02/07/2020;2020;jul;Paulo;Manuela Fioretti;Centro-Oeste;Python;R$ 450,00
02/07/2020;2020;jul;Gabriel;Eduardo Centurione;Sudeste;VBA;R$ 600,00
02/07/2020;2020;jul;Marcus;Giulia dos;Sudeste;Excel;R$ 500,00
02/07/2020;2020;jul;Paulo;Jade Florêncio;Norte;Python;R$ 450,00
02/07/2020;2020;jul;Marcus;Izabella Nogueira;Sul;Power BI;R$ 300,00
03/07/2020;2020;jul;João;Thais Piccinini;Sudeste;Python;R$ 450,00
03/07/2020;2020;jul;Alon;Josefe Mac;Centro-Oeste;Python;R$ 450,00
03/07/2020;2020;jul;Diego;Gizella Bastos;Centro-Oeste;Python;R$ 450,00
03/07/2020;2020;jul;Paulo;Luana Iane;Nordeste;Power BI;R$ 300,00
04/07/2020;2020;jul;Paulo;Yasser Goldoni;Sudeste;VBA;R$ 600,00
05/07/2020;2020;jul;Paulo;Alberto Provenzano;Norte;Excel;R$ 500,00
05/07/2020;2020;jul;João;Nathalya Rodrigues;Sudeste;Python;R$ 450,00
05/07/2020;2020;jul;Marcus;Leonardo Brasil;Centro-Oeste;Excel;R$ 500,00
05/07/2020;2020;jul;Diego;Pietro Paes;Sul;Python;R$ 450,00
05/07/2020;2020;jul;João;Leila Duque;Centro-Oeste;Power BI;R$ 300,00
06/07/2020;2020;jul;Gabriel;Lais Carneiro;Nordeste;Power BI;R$ 300,00
07/07/2020;2020;jul;Alon;Wesley Barbosa;Centro-Oeste;Python;R$ 450,00
07/07/2020;2020;jul;Paulo;Mariana Colacino;Nordeste;Power BI;R$ 300,00
07/07/2020;2020;jul;Paulo;Thais Chein;Centro-Oeste;Power BI;R$ 300,00
07/07/2020;2020;jul;Paulo;Christiana Raggi;Sudeste;Excel;R$ 500,00
07/07/2020;2020;jul;Paulo;Ylana Freire;Sudeste;Power BI;R$ 300,00
08/07/2020;2020;jul;Alon;Lorena Godinho;Norte;Python;R$ 450,00
08/07/2020;2020;jul;Alon;Jean Sodré;Nordeste;Excel;R$ 500,00
08/07/2020;2020;jul;João;Lorena Cisneiros;Centro-Oeste;Python;R$ 450,00
08/07/2020;2020;jul;Gabriel;Jean Kalaf;Sul;Power BI;R$ 300,00
08/07/2020;2020;jul;Paulo;Dykson Luiza;Sudeste;Power BI;R$ 300,00
09/07/2020;2020;jul;Gabriel;Tainah Licurci;Sudeste;Power BI;R$ 300,00
09/07/2020;2020;jul;João;Andrew Farah;Sudeste;Excel;R$ 500,00
09/07/2020;2020;jul;Paulo;Jackson Barbosa;Sudeste;VBA;R$ 600,00
09/07/2020;2020;jul;Alon;Jônatas Cromwell;Norte;Power BI;R$ 300,00
10/07/2020;2020;jul;Paulo;Saranna Julia;Sul;Power BI;R$ 300,00
11/07/2020;2020;jul;João;Andreia Ognibene;Norte;Python;R$ 450,00
12/07/2020;2020;jul;Paulo;Gleisy Smolarek;Sul;Power BI;R$ 300,00
12/07/2020;2020;jul;Diego;Raul Lima;Nordeste;Python;R$ 450,00
12/07/2020;2020;jul;Gabriel;Taila Alvarenga;Norte;Python;R$ 450,00
12/07/2020;2020;jul;Marcus;Amanda Pereira;Norte;Python;R$ 450,00
12/07/2020;2020;jul;Diego;Karen Moss;Sudeste;VBA;R$ 600,00
12/07/2020;2020;jul;Diego;Daniella Brandão;Sul;Power BI;R$ 300,00
13/07/2020;2020;jul;Alon;Cleberson Penedo;Centro-Oeste;Excel;R$ 500,00
13/07/2020;2020;jul;João;Olívia Arouca;Centro-Oeste;Power BI;R$ 300,00
14/07/2020;2020;jul;Paulo;Érica Flores;Centro-Oeste;Excel;R$ 500,00
14/07/2020;2020;jul;Marcus;Jose Bittencourt;Sudeste;VBA;R$ 600,00
14/07/2020;2020;jul;Paulo;Olívia Baldanzi;Norte;Excel;R$ 500,00
14/07/2020;2020;jul;Marcus;Ingra Silotti;Norte;Excel;R$ 500,00
15/07/2020;2020;jul;Paulo;Hanna Luz;Norte;Excel;R$ 500,00
15/07/2020;2020;jul;Diego;Josefe Orind;Sudeste;VBA;R$ 600,00
15/07/2020;2020;jul;Diego;Helga Coimbra;Norte;VBA;R$ 600,00
16/07/2020;2020;jul;Diego;Beatriz Praxedes;Centro-Oeste;VBA;R$ 600,00
16/07/2020;2020;jul;Gabriel;Emilaine Jundi;Norte;Excel;R$ 500,00
16/07/2020;2020;jul;Paulo;Viviane Vinicius;Nordeste;Python;R$ 450,00
16/07/2020;2020;jul;Paulo;Mylla Rosolia;Nordeste;Python;R$ 450,00
16/07/2020;2020;jul;João;Letícia Spata;Nordeste;Excel;R$ 500,00
17/07/2020;2020;jul;João;Érica Ricardo;Norte;Power BI;R$ 300,00
17/07/2020;2020;jul;João;Micaele Baldanzi;Nordeste;Excel;R$ 500,00
17/07/2020;2020;jul;Alon;Constantino Frederico;Nordeste;Excel;R$ 500,00
17/07/2020;2020;jul;Paulo;Joyce Simões;Norte;Python;R$ 450,00
17/07/2020;2020;jul;Gabriel;Ana Felix;Sul;Python;R$ 450,00
18/07/2020;2020;jul;Gabriel;Nivea Guimarães;Nordeste;Excel;R$ 500,00
18/07/2020;2020;jul;João;Ighor Jorge;Norte;Excel;R$ 500,00
18/07/2020;2020;jul;Diego;Erik Fernandes;Nordeste;VBA;R$ 600,00
19/07/2020;2020;jul;Gabriel;Nathalia Medeiros;Sul;Excel;R$ 500,00
19/07/2020;2020;jul;Gabriel;Isabella Montenegro;Norte;Power BI;R$ 300,00
19/07/2020;2020;jul;Alon;Pablo Barreira;Norte;Excel;R$ 500,00
19/07/2020;2020;jul;Diego;Thayna Volpi;Nordeste;Python;R$ 450,00
19/07/2020;2020;jul;Paulo;Igor Jardim;Sul;Power BI;R$ 300,00
20/07/2020;2020;jul;Diego;Stella Heleno;Sul;Python;R$ 450,00
21/07/2020;2020;jul;Gabriel;Átila Cesar;Nordeste;Excel;R$ 500,00
21/07/2020;2020;jul;Marcus;Arnôr César;Sudeste;Excel;R$ 500,00
21/07/2020;2020;jul;Diego;Ylana Luís;Sul;Excel;R$ 500,00
22/07/2020;2020;jul;Paulo;Thárcila Santana;Sudeste;VBA;R$ 600,00
22/07/2020;2020;jul;Alon;Vitor Cromwell;Sudeste;Power BI;R$ 300,00
23/07/2020;2020;jul;Diego;Vicente Sofia;Norte;Excel;R$ 500,00
23/07/2020;2020;jul;João;Vicente Lobo;Sul;Python;R$ 450,00
23/07/2020;2020;jul;Paulo;Samir Portella;Nordeste;Excel;R$ 500,00
23/07/2020;2020;jul;Alon;Taila Dainara;Nordeste;Excel;R$ 500,00
23/07/2020;2020;jul;João;Katarine Chein;Nordeste;Excel;R$ 500,00
23/07/2020;2020;jul;Marcus;Karen Barreto;Norte;Excel;R$ 500,00
24/07/2020;2020;jul;Diego;Joel Teles;Centro-Oeste;Excel;R$ 500,00
24/07/2020;2020;jul;Gabriel;Thayssa Navega;Nordeste;Power BI;R$ 300,00
24/07/2020;2020;jul;Diego;Karoliny Fontenelle;Sul;Excel;R$ 500,00
24/07/2020;2020;jul;Diego;Alice Marcio;Norte;Excel;R$ 500,00
24/07/2020;2020;jul;Paulo;Luísa Comas;Norte;Power BI;R$ 300,00
24/07/2020;2020;jul;Diego;Cleo Nascimento;Norte;Excel;R$ 500,00
24/07/2020;2020;jul;Alon;José Chvaicer;Centro-Oeste;Power BI;R$ 300,00
24/07/2020;2020;jul;João;Rebecca Jalles;Nordeste;Power BI;R$ 300,00
25/07/2020;2020;jul;João;Jade Campos;Sudeste;Power BI;R$ 300,00
26/07/2020;2020;jul;Gabriel;Isabelly Roberto;Nordeste;Power BI;R$ 300,00
26/07/2020;2020;jul;Diego;Beatriz Francisca;Sul;Power BI;R$ 300,00
26/07/2020;2020;jul;Paulo;Wendela Júnior;Norte;Python;R$ 450,00
26/07/2020;2020;jul;Gabriel;Daniele Moraes;Sul;VBA;R$ 600,00
27/07/2020;2020;jul;Marcus;Mônica Espíndola;Centro-Oeste;Python;R$ 450,00
27/07/2020;2020;jul;Alon;Andreza Baltar;Centro-Oeste;Power BI;R$ 300,00
27/07/2020;2020;jul;Paulo;Gabriela Menezes;Norte;Power BI;R$ 300,00
28/07/2020;2020;jul;João;Maurício Ferreirinha;Nordeste;Power BI;R$ 300,00
28/07/2020;2020;jul;Diego;Isis Victório;Norte;Python;R$ 450,00
28/07/2020;2020;jul;Gabriel;César Nobrega;Norte;VBA;R$ 600,00
28/07/2020;2020;jul;Marcus;Mauricio Tkotz;Sul;Power BI;R$ 300,00
28/07/2020;2020;jul;Diego;Evelyn Fontenele;Nordeste;Power BI;R$ 300,00
28/07/2020;2020;jul;Diego;Maciela Ontiveros;Sudeste;Excel;R$ 500,00
29/07/2020;2020;jul;Paulo;Lorena Titonelli;Sudeste;Power BI;R$ 300,00
29/07/2020;2020;jul;Marcus;Marcio Caldana;Norte;Python;R$ 450,00
29/07/2020;2020;jul;Paulo;Thaiz Lopez;Sul;VBA;R$ 600,00
29/07/2020;2020;jul;João;Ana Fontana;Norte;Excel;R$ 500,00
29/07/2020;2020;jul;João;Jefferson Gracio;Norte;Python;R$ 450,00
29/07/2020;2020;jul;João;Alana Mello;Sul;Python;R$ 450,00
30/07/2020;2020;jul;Marcus;Vicente Gouvêa;Nordeste;Power BI;R$ 300,00
30/07/2020;2020;jul;Diego;Viviane Domingues;Sul;VBA;R$ 600,00
30/07/2020;2020;jul;Marcus;Thainá Gabrielle;Sudeste;Power BI;R$ 300,00
31/07/2020;2020;jul;Marcus;Thaisa Franco;Centro-Oeste;VBA;R$ 600,00
31/07/2020;2020;jul;Paulo;Rebeca Tiradentes;Norte;Python;R$ 450,00
31/07/2020;2020;jul;Alon;João Sodré;Sudeste;VBA;R$ 600,00
31/07/2020;2020;jul;Alon;Saranna Queiroz;Sudeste;VBA;R$ 600,00
01/08/2020;2020;ago;Diego;Micaele Borba;Sul;Python;R$ 450,00
01/08/2020;2020;ago;Gabriel;Yasmine Tavares;Sudeste;VBA;R$ 600,00
01/08/2020;2020;ago;Paulo;Érica Moss;Sudeste;VBA;R$ 600,00
02/08/2020;2020;ago;Paulo;Iago Fioravante;Centro-Oeste;Python;R$ 450,00
03/08/2020;2020;ago;Paulo;Cassandra Souza;Centro-Oeste;Python;R$ 450,00
03/08/2020;2020;ago;Gabriel;Thomas Bernardo;Nordeste;Excel;R$ 500,00
03/08/2020;2020;ago;Gabriel;Luiz Borba;Sudeste;VBA;R$ 600,00
03/08/2020;2020;ago;Gabriel;Julianna Vilachã;Sudeste;Python;R$ 450,00
03/08/2020;2020;ago;João;Ailton Cristina;Sudeste;VBA;R$ 600,00
03/08/2020;2020;ago;Marcus;Ysabella Rocha;Nordeste;Excel;R$ 500,00
04/08/2020;2020;ago;Paulo;Luize Carmo;Centro-Oeste;VBA;R$ 600,00
04/08/2020;2020;ago;Diego;Cassandra Lund;Nordeste;Python;R$ 450,00
05/08/2020;2020;ago;Paulo;Alexandre José;Sudeste;VBA;R$ 600,00
05/08/2020;2020;ago;Paulo;Giuseppe Francisca;Sudeste;Word;R$ 600,00
05/08/2020;2020;ago;Paulo;Heitor Provenzano;Norte;Word;R$ 600,00
05/08/2020;2020;ago;Paulo;Yasmine Penedo;Centro-Oeste;Word;R$ 600,00
05/08/2020;2020;ago;Gabriel;Marianna Villela;Norte;Power BI;R$ 300,00
06/08/2020;2020;ago;Gabriel;Leticia Soares;Sudeste;Word;R$ 600,00
06/08/2020;2020;ago;Paulo;Karollayne Arineli;Norte;Word;R$ 500,00
07/08/2020;2020;ago;Paulo;Lenon Fontenelle;Sul;Power BI;R$ 300,00
07/08/2020;2020;ago;Alon;Lígia Perim;Sudeste;Word;R$ 600,00
08/08/2020;2020;ago;Gabriel;Luize Luisa;Sudeste;Word;R$ 600,00
08/08/2020;2020;ago;Gabriel;Ives Miehrig;Sudeste;Word;R$ 600,00
08/08/2020;2020;ago;João;Itai Paula;Centro-Oeste;Power BI;R$ 300,00
08/08/2020;2020;ago;Marcus;Leticia Vaz;Norte;Power BI;R$ 300,00
08/08/2020;2020;ago;Paulo;Nathalie Castello;Sudeste;Word;R$ 600,00
08/08/2020;2020;ago;Diego;Giovanni Jean;Sudeste;Word;R$ 500,00
08/08/2020;2020;ago;Marcus;Marianne Sofia;Sudeste;Python;R$ 450,00
09/08/2020;2020;ago;João;Jorge Morais;Nordeste;Word;R$ 500,00
09/08/2020;2020;ago;Diego;Renata Malavolti;Sul;Word;R$ 500,00
09/08/2020;2020;ago;Marcus;Mauricio Faller;Sudeste;Word;R$ 600,00
09/08/2020;2020;ago;Alon;Livia Ventura;Centro-Oeste;Python;R$ 450,00
09/08/2020;2020;ago;João;Tomas Ambrosio;Sul;Word;R$ 500,00
09/08/2020;2020;ago;Diego;Laiza Licurci;Nordeste;VBA;R$ 600,00
10/08/2020;2020;ago;Gabriel;Willian Faria;Norte;Power BI;R$ 300,00
10/08/2020;2020;ago;Alon;Yuske Baruki;Norte;Python;R$ 450,00
10/08/2020;2020;ago;Paulo;Hiaiune Essaber;Sudeste;Power BI;R$ 300,00
10/08/2020;2020;ago;Gabriel;Eriko Dainara;Sudeste;Power BI;R$ 300,00
11/08/2020;2020;ago;João;Thiago Iane;Nordeste;Excel;R$ 500,00
11/08/2020;2020;ago;Alon;José de;Sudeste;VBA;R$ 600,00
11/08/2020;2020;ago;Diego;Barbara Reyna;Centro-Oeste;Python;R$ 450,00
11/08/2020;2020;ago;Diego;Luana Moutinho;Sul;Python;R$ 450,00
12/08/2020;2020;ago;Alon;Luana Nemitz;Sudeste;VBA;R$ 600,00
12/08/2020;2020;ago;João;Breno Amorim;Norte;Excel;R$ 500,00
12/08/2020;2020;ago;Alon;Fillipe Monteiro;Sudeste;Excel;R$ 500,00
12/08/2020;2020;ago;Gabriel;Yasmin Gallo;Sul;Power BI;R$ 300,00
13/08/2020;2020;ago;Alon;Débora Stockler;Sudeste;VBA;R$ 600,00
13/08/2020;2020;ago;Paulo;Graziela Silveira;Sudeste;Python;R$ 450,00
13/08/2020;2020;ago;Diego;Kassia Infante;Norte;Power BI;R$ 300,00
13/08/2020;2020;ago;Marcus;Julyanna Suzano;Sudeste;VBA;R$ 600,00
13/08/2020;2020;ago;Diego;Leonardo Nogueira;Norte;VBA;R$ 600,00
14/08/2020;2020;ago;Gabriel;Tainá Williams;Nordeste;Excel;R$ 500,00
14/08/2020;2020;ago;Gabriel;Lorena Hermano;Nordeste;Excel;R$ 500,00
14/08/2020;2020;ago;Diego;Yla Sousa;Sul;Python;R$ 450,00
14/08/2020;2020;ago;João;Suelen Nascimento;Norte;Excel;R$ 500,00
15/08/2020;2020;ago;Marcus;Higor Ronfini;Norte;Power BI;R$ 300,00
15/08/2020;2020;ago;Diego;Geani Brasil;Norte;Power BI;R$ 300,00
15/08/2020;2020;ago;Marcus;Iago Gouveia;Sul;Excel;R$ 500,00
15/08/2020;2020;ago;Diego;Nickole Figueiredo;Nordeste;Power BI;R$ 300,00
15/08/2020;2020;ago;Paulo;Isis Akerman;Sudeste;VBA;R$ 600,00
15/08/2020;2020;ago;Paulo;Julio Bello;Nordeste;Power BI;R$ 300,00
15/08/2020;2020;ago;Marcus;Andre Lima;Nordeste;Python;R$ 450,00
15/08/2020;2020;ago;Gabriel;Raffael Milani;Centro-Oeste;Python;R$ 450,00
15/08/2020;2020;ago;Marcus;Julia Baruki;Norte;Power BI;R$ 300,00
16/08/2020;2020;ago;João;Izadora Lobo;Sul;Power BI;R$ 300,00
16/08/2020;2020;ago;Alon;Daiana Fuchs;Sul;Power BI;R$ 300,00
16/08/2020;2020;ago;Marcus;Gizele Hermano;Norte;VBA;R$ 600,00
16/08/2020;2020;ago;Paulo;Nuno Smolarek;Centro-Oeste;Power BI;R$ 300,00
17/08/2020;2020;ago;Gabriel;Karollayne Helena;Sudeste;Excel;R$ 500,00
17/08/2020;2020;ago;Diego;Thayane Côrte-Real;Nordeste;Power BI;R$ 300,00
17/08/2020;2020;ago;Diego;Marcus Bensdorp;Sul;Power BI;R$ 300,00
17/08/2020;2020;ago;Alon;Pablo Madruga;Norte;VBA;R$ 600,00
17/08/2020;2020;ago;Gabriel;Ailton Cesar;Centro-Oeste;Power BI;R$ 300,00
18/08/2020;2020;ago;Paulo;Joel Cezar;Nordeste;Python;R$ 450,00
19/08/2020;2020;ago;Gabriel;Wesley Tostes;Centro-Oeste;Python;R$ 450,00
19/08/2020;2020;ago;Gabriel;Norman Dalforne;Nordeste;Power BI;R$ 300,00
20/08/2020;2020;ago;Gabriel;Rosana Freixo;Norte;Excel;R$ 500,00
20/08/2020;2020;ago;Diego;Chan Ferrer;Nordeste;Excel;R$ 500,00
20/08/2020;2020;ago;Marcus;Yasmine Filgueiras;Norte;VBA;R$ 600,00
20/08/2020;2020;ago;Diego;Sandro Coimbra;Norte;Python;R$ 450,00
21/08/2020;2020;ago;Gabriel;Melissa Bandeira;Centro-Oeste;VBA;R$ 600,00
21/08/2020;2020;ago;Gabriel;Heitor Nunes;Norte;VBA;R$ 600,00
21/08/2020;2020;ago;Paulo;Yasser Azeredo;Nordeste;Power BI;R$ 300,00
22/08/2020;2020;ago;Diego;Arnôr Raggi;Sudeste;VBA;R$ 600,00
22/08/2020;2020;ago;Paulo;Joao Emmerick;Nordeste;Excel;R$ 500,00
22/08/2020;2020;ago;Alon;Thamirez Domingues;Norte;Python;R$ 450,00
22/08/2020;2020;ago;Diego;Cecília Beatriz;Nordeste;Excel;R$ 500,00
23/08/2020;2020;ago;Diego;Marco Accardo;Sul;Excel;R$ 500,00
24/08/2020;2020;ago;Alon;Luize Francisca;Norte;Power BI;R$ 300,00
25/08/2020;2020;ago;Diego;Rebecca Furtado;Centro-Oeste;VBA;R$ 600,00
25/08/2020;2020;ago;Diego;Denilton Fagundes;Nordeste;Excel;R$ 500,00
25/08/2020;2020;ago;João;Daniella Fontenelle;Sul;Excel;R$ 500,00
26/08/2020;2020;ago;Gabriel;Rafael Lara;Sul;Python;R$ 450,00
26/08/2020;2020;ago;João;Lorena Peixoto;Sudeste;Power BI;R$ 300,00
26/08/2020;2020;ago;João;Fabio Miura;Norte;Power BI;R$ 300,00
27/08/2020;2020;ago;Alon;Leandro Paes;Sudeste;VBA;R$ 600,00
27/08/2020;2020;ago;Diego;Vivianne Duarte;Sul;Power BI;R$ 300,00
27/08/2020;2020;ago;Gabriel;Jose Essaber;Sul;Power BI;R$ 300,00
27/08/2020;2020;ago;Gabriel;Roberto Fontenelle;Sudeste;Excel;R$ 500,00
28/08/2020;2020;ago;Alon;Lohany Valladares;Centro-Oeste;Python;R$ 450,00
28/08/2020;2020;ago;Gabriel;Ângelo Ferreirinha;Sul;VBA;R$ 600,00
30/08/2020;2020;ago;João;Daniele Póvoa;Sudeste;Excel;R$ 500,00
30/08/2020;2020;ago;João;Giovanni Frederico;Sul;Python;R$ 450,00
31/08/2020;2020;ago;Paulo;Cynthia Montenegro;Norte;VBA;R$ 600,00
31/08/2020;2020;ago;Paulo;Wilson Magalhães;Norte;Python;R$ 450,00
31/08/2020;2020;ago;Diego;Arnôr Borba;Sul;Power BI;R$ 300,00
31/08/2020;2020;ago;Gabriel;Wendel Rubinstein;Centro-Oeste;Excel;R$ 500,00
31/08/2020;2020;ago;João;Taynná Carneiro;Sul;Python;R$ 450,00
01/09/2020;2020;set;Alon;Raísa Moreno;Nordeste;Python;R$ 450,00
02/09/2020;2020;set;João;Daniele Bezerra;Nordeste;Excel;R$ 500,00
02/09/2020;2020;set;Gabriel;Thomaz Pellegrini;Nordeste;Power BI;R$ 300,00
03/09/2020;2020;set;Paulo;Rafael Zidan;Nordeste;Power BI;R$ 300,00
03/09/2020;2020;set;Alon;Roger Corrêa;Sudeste;Excel;R$ 500,00
03/09/2020;2020;set;Gabriel;Wesley Barroso;Sul;VBA;R$ 600,00
04/09/2020;2020;set;Marcus;Isabella Yumi;Nordeste;Python;R$ 450,00
04/09/2020;2020;set;Paulo;Helvio Medeiros;Nordeste;Excel;R$ 500,00
05/09/2020;2020;set;Marcus;Barbara Moss;Nordeste;Excel;R$ 500,00
05/09/2020;2020;set;Marcus;Thadeu Soibelman;Sul;Power BI;R$ 300,00
06/09/2020;2020;set;João;Marcia Leão;Sudeste;Python;R$ 450,00
06/09/2020;2020;set;Diego;Jéssica Marcio;Norte;Power BI;R$ 300,00
06/09/2020;2020;set;Alon;Cézar Naveiro;Nordeste;Excel;R$ 500,00
07/09/2020;2020;set;Alon;Jeferson Froufe;Norte;Python;R$ 450,00
07/09/2020;2020;set;Marcus;Bernardo Thamires;Norte;Python;R$ 450,00
07/09/2020;2020;set;Paulo;Gerald Garcia;Sudeste;VBA;R$ 600,00
08/09/2020;2020;set;Diego;Adriane Pires;Sudeste;VBA;R$ 600,00
08/09/2020;2020;set;Alon;Ariel Francisco;Centro-Oeste;Power BI;R$ 300,00
08/09/2020;2020;set;Gabriel;Raiza Scandiuzzi;Nordeste;Power BI;R$ 300,00
10/09/2020;2020;set;Paulo;Tiago César;Sudeste;Power BI;R$ 300,00
10/09/2020;2020;set;Alon;Alvaro Rubio;Nordeste;Excel;R$ 500,00
10/09/2020;2020;set;Paulo;Nicholas Carelli;Centro-Oeste;Excel;R$ 500,00
10/09/2020;2020;set;Marcus;Christian Jiun;Norte;Power BI;R$ 300,00
10/09/2020;2020;set;Paulo;Jonnathan Tassara;Nordeste;Excel;R$ 500,00
10/09/2020;2020;set;Paulo;Thamara Cozendey;Sudeste;Power BI;R$ 300,00
10/09/2020;2020;set;Marcus;Alberto Cabral;Centro-Oeste;Power BI;R$ 300,00
11/09/2020;2020;set;Alon;Yuske Rebello;Norte;Power BI;R$ 300,00
11/09/2020;2020;set;Diego;Suelen Stellet;Nordeste;Excel;R$ 500,00
12/09/2020;2020;set;Marcus;Paula Scalercio;Nordeste;Python;R$ 450,00
12/09/2020;2020;set;Alon;Tomas Fangueiro;Sudeste;Excel;R$ 500,00
12/09/2020;2020;set;Diego;Kallena Semeraro;Norte;Python;R$ 450,00
13/09/2020;2020;set;João;Raiza Moraes;Sudeste;VBA;R$ 600,00
14/09/2020;2020;set;Alon;Marcello Julia;Sudeste;Excel;R$ 500,00
14/09/2020;2020;set;Diego;Marcus Gallo;Norte;VBA;R$ 600,00
14/09/2020;2020;set;Gabriel;Wesley Guedes;Nordeste;Excel;R$ 500,00
15/09/2020;2020;set;Marcus;Luca Fontenelle;Norte;VBA;R$ 600,00
